avg_outflow,avg_inflow,total_grid,Am,BOD,COD,TN,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,year,month,day
2.981,3.165,349776,37,370,770,61.591,21.9,30,14,0,46,0,8.4,21.3,38.9,61.1,2016,11,17
3.01,3.407,272259,31,300,460,54.389,26.3,33.1,21,0,42,0,0,26.1,53.5,68.3,2016,11,20
3.015,3.541,295352,37,360,880,64.321,22.4,34.1,13,0,57,0,8.7,20.4,57.6,83.5,2016,11,21
2.849,3.572,351523,40,330,910,63.091,12.3,14,10.6,0,90,0,8.4,12,27.8,0,2016,11,22
2.984,3.851,346530,36,410,820,61.396,10.7,14.1,8,0,75,0,9.7,22.4,38.9,55.4,2016,11,23
3.772,4.147,279054,40,470,1100,68.183,12.6,17,9,0,68,0,10,20.4,29.4,0,2016,11,24
2.949,3.479,265138,44,330,730,61.504,14.2,17,12,0,79,0,9.3,13,20.6,0,2016,11,27
3.061,3.509,264954,43,440,850,67,14.9,21,10,0,69,0,10,12.2,22.2,0,2016,11,28
4.01,4.204,261667,39,330,860,63.136,15.4,21,10,0,71,0,9.5,15.6,25.9,0,2016,11,29
2.958,3.743,306998,40,320,870,63.091,15,19.2,9,0,76,0,10,13.3,24.1,0,2016,11,30
3.597,4.103,360903,39,340,930,63.155,16.7,24,10.9,0,67,0,10,13,24.1,0,2016,12,1
5.204,4.975,288576,43,310,750,63.521,23.3,31,15.7,0,50,0,10,28.9,48.2,70.6,2016,12,4
5.82,10.091,203027,40,540,1300,68.183,16.2,22,12,0,63,0,10,14.8,27.8,0,2016,12,5
7.274,13.368,318615,39,490,1200,68.183,14.2,21,8,0,64,0,10,12.2,27.8,0,2016,12,6
7.373,5.818,321522,44,520,1000,64.477,22.1,28,16,0,31,0,9,25.7,57.6,77.8,2016,12,7
5.518,4.608,361701,35,320,680,61.396,14.4,23,8,0,62,0,10,33.2,53.5,72.2,2016,12,8
5.368,5.64,324125,46,640,1300,68.183,14.7,27,8,0,66,0,10,14.8,24.1,0,2016,12,11
5.451,5.124,288885,36,340,950,70,25.7,33,17,0,24,0,0,23,46.5,61.1,2016,12,12
3.443,3.998,297419,38,360,900,64.321,24.6,35.2,15,0,34,0,10,25.9,44.6,64.8,2016,12,13
3.387,4.042,344684,39,310,940,63.312,14.2,19,9,0,55,0,10,22,33.5,48.2,2016,12,14
3.874,4.638,343474,40,340,940,63.155,13.9,23,8,0,62,0,10,19.3,31.7,46.5,2016,12,15
4.243,4.371,317555,42,340,760,61.051,13.3,21,5.6,0,50,0,10,20,40.7,53.5,2016,12,18
3.538,4.019,289704,40,370,840,63.312,22.9,30,14,0,27,0,8.7,26.1,40.7,61.1,2016,12,19
3.785,4.348,334202,40,420,840,63.155,16.4,23,10,0,54,0,10,17.6,29.4,51.9,2016,12,20
4.185,4.718,325270,42,550,900,64.477,15.9,20,14,0,61,0,10,21.1,29.4,50,2016,12,21
4.072,4.405,328625,41,320,950,63.091,16.6,27,12,0,69,0,10,16.5,29.4,0,2016,12,22
4.073,4.073,296143,42,422.98,845.96,64.164,22.6,32,15,0,53,0,10,13.7,27.8,48.2,2016,12,23
4.052,4.51,193270,58,422.98,845.96,63.664,19.4,27.2,17,0,79,0,9.7,12,24.1,0,2016,12,26
3.256,3.949,198034,50,310,820,61.991,24.1,28,21,0,72,0,9.7,17,48.2,77.8,2016,12,27
3.339,3.775,221962,41,540,910,62,30.2,38,26,0,44,0,0,30.9,68.3,85.2,2016,12,28
3.727,4.063,249398,26,320,740,61.238,23.8,34,19,0,82,0,8,18,44.6,64.8,2016,12,29
3.167,3.966,243256,30,422.98,845.96,63.683,21.2,30,16,0,63,0,10,16.5,27.8,50,2016,12,30
3.775,4.088,248758,49,260,640,61.76,15.6,18,14,0,72,0,0,20.9,33.5,0,2017,1,2
3.35,4.002,273805,50,320,790,62.16,17.4,26,15,0,70,0,0,15.4,27.8,0,2017,1,3
6.518,13.246,315502,38,340,700,61.24,23.7,30,18,0,60,0,0,17.4,27.8,0,2017,1,4
7.904,18.968,289960,42,330,820,63.169,23.1,33,16,0,60,0,0,15.7,31.7,0,2017,1,5
7.92,13.169,234544,42,320,740,63.169,21.5,34,17,0,64,0,0,19.4,31.7,0,2017,1,8
7.913,9.306,273650,39,330,770,62.16,19.5,24,17,0,71,0,0,11.7,18.3,0,2017,1,9
7.895,6.691,289576,41,380,960,64.32,20.7,29,15,0,63,0,0,16.1,31.7,0,2017,1,10
7.718,5.659,226540,39,340,830,54,17.9,26,11,0,63,0,0,16.7,37,57.6,2017,1,11
7.582,6.369,221330,39,380,920,64.522,22.7,29,18,0,48,0,0,15.2,35.2,53.5,2017,1,12
7.387,6.011,208333,49,400,780,62.019,16.7,22,12.7,0,64,0,0,10.7,25.9,0,2017,1,15
7.477,6.474,210266,37,360,1000,65.374,26,34,19,0,34,0,0,14.3,29.4,0,2017,1,16
4.182,5.151,257722,46,360,910,65.486,25.1,37.2,14,0,37,0,8.9,19.8,35.2,53.5,2017,1,17
2.987,4.138,308029,50,420,1200,67.656,15.7,21,10,0,57,0,51.8,21.7,35.2,50,2017,1,18
3.119,4.229,330675,37,520,1300,68.82,19.1,25,15,0,61,0,7.7,15.4,38.9,59.4,2017,1,19
5.577,6.706,267534,51,270,720,63.393,23.6,31,19,0,58,0,0,13.3,37,0,2017,1,22
6.693,5.424,258182,46,350,1000,62,26.1,36.4,18,0,45,0,0,21.5,37,61.1,2017,1,23
5.975,5.579,307794,36,370,1100,67.656,17,23,10,0,56,0,0,20.9,35.2,53.5,2017,1,24
7.04,6.513,290872,55,350,790,61.539,17.9,21.2,16,0,67,0,0,16.7,25.9,0,2017,1,26
6.926,6.404,254138,55,480,1300,68.82,22.8,28,16,0,55,0,0,17.2,33.5,0,2017,1,29
5.138,5.337,204002,47,350,820,62.384,21.7,30,15.6,0,55,0,51.8,21.9,51.9,70.6,2017,1,30
3.724,4.601,278886,29,460,1000,63.838,17.5,22,12,0,54,0,0,16.1,27.8,53.5,2017,1,31
3.624,4.609,285228,45,510,920,65.114,16.4,20.3,10,0,59,0,0,11.9,24.1,0,2017,2,1
3.479,4.44,291341,47,510,910,65.114,18.2,25,13,0,60,0,0,13.3,31.7,0,2017,2,2
4.518,5.269,255289,27,770,1300,68.82,25.3,30,19,0,66,0,8.2,20.6,31.7,48.2,2017,2,5
5.945,5.635,283990,27,310,610,46,15.4,19,14.6,0,65,0,0,20.7,25.9,0,2017,2,6
5.292,5.215,277078,38,360,930,64.412,20.3,28,15,0,68,0,0,12.8,42.4,57.6,2017,2,7
3.021,4.03,295661,40,360,810,63.051,29.8,35,25,0,40,0,0,43.5,64.8,87,2017,2,8
3.055,3.994,273697,39,350,670,63.326,22.7,37,16.9,0,71,0,0,19.1,57.6,72.2,2017,2,9
5.635,6.172,237793,49,350,810,62.119,15,20,12.9,0,60,0,0,28.5,46.5,63,2017,2,12
3.532,4.457,264397,45,370,800,62.374,16.2,21,13,0,70,0,0,20.9,35.2,0,2017,2,13
3.558,4.448,325099,40,490,880,65.114,13.9,22,8,0,68,0,0,15.9,40.7,0,2017,2,14
4.443,4.629,320327,36,360,920,64.958,22.5,32,16.8,0,46,0,0,21.1,44.6,63,2017,2,15
4.283,4.488,288086,38,420,990,63.728,17.8,25,11,0,70,0,0,14.1,29.4,0,2017,2,16
3.007,4.33,287587,42,460,1000,64.523,12.2,17,9,0,73,0,51.5,24.4,38.9,53.5,2017,2,19
4.988,5.497,310907,35,330,750,61.396,14.3,21,8,0,62,0,0,19.6,40.7,53.5,2017,2,20
4.326,5.284,366068,40,390,930,63.949,17.6,24,11,0,49,0,0,15.2,33.5,50,2017,2,21
4.285,4.747,349201,41,370,840,66,23.7,33,13,0,34,0,0,23.7,48.2,68.3,2017,2,22
5.032,5.844,323395,42,440,950,63.792,19.4,26,15,0,64,0,0,19.3,24.1,42.4,2017,2,23
4.421,4.431,305186,46,300,760,61.757,21.6,29,14,0,53,0,0,14.8,44.6,0,2017,2,26
4.615,5.428,304202,40,410,840,64.801,25.1,33,15,0,36,0,0,15.9,29.4,0,2017,2,28
4.174,5.128,298728,39,390,1100,67.744,21.8,32.3,12,0,47,0,5.5,11.1,25.9,0,2017,3,1
3.957,4.711,283244,36,520,940,65.59,20.7,26,17,0,73,0,9.7,18.5,27.8,0,2017,3,2
3.923,4.222,258740,40,320,790,62.16,20.4,26,17,0,70,0,10,24.3,31.7,0,2017,3,5
3.694,4.558,240628,38,440,910,64.477,19.1,27,11,0,60,0,10,20.4,37,48.2,2017,3,6
4.533,4.342,329796,32,460,1100,67.544,19.3,27,11.8,0,54,0,0,13.7,27.8,0,2017,3,7
3.36,4.816,256277,35,430,960,65.486,22.4,31,14,0,39,0,0,17,35.2,0,2017,3,8
3.174,4.521,280493,38,160,1000,68,23.6,32,14,0,36,0,0,12,27.8,0,2017,3,9
5.469,4.714,318664,29,422.98,845.96,63.728,20.6,27,15.8,0,68,0,10,10.9,22.2,0,2017,3,10
3.166,3.348,242941,43,310,720,62.16,20.8,26,16,0,73,0,9.8,15.2,27.8,0,2017,3,13
3.147,4.827,237300,40,550,960,66.354,25.9,32,20.8,0,43,0,0,18.5,40.7,57.6,2017,3,14
5.436,6.533,262160,42,520,870,66.354,26.8,34,20,0,43,0,9.7,29.8,48.2,61.1,2017,3,15
5.072,4.903,287993,50,600,910,65.59,17.9,23,13,0,66,0,10,20.7,31.7,0,2017,3,16
4.711,4.894,292123,46,360,820,62.795,25.1,33,18.9,0,42,0,0,13.5,31.7,0,2017,3,19
3.383,4.404,301248,42,330,850,69,21.9,28.3,18.7,0,83,0,8.4,11.9,29.4,0,2017,3,20
3.949,4.245,305637,43,350,860,63.728,20.7,27,17,0,89,0,6.9,18.3,29.4,0,2017,3,21
1.874,4.168,269781,44,440,960,64.412,17.3,21,14,0,83,0,10,23.9,37,0,2017,3,22
4.805,4.036,271353,58,530,910,65.59,17.4,24,12,0,74,0,10,14.4,27.8,0,2017,3,23
3.042,4.295,237360,50,520,1100,68.82,22.2,28,19,0,67,0,10,21.1,55.4,77.8,2017,3,26
3.746,4.119,252600,41,370,780,62.628,17.1,31,10,0,67,0,9.8,21.9,61.1,81.7,2017,3,27
3.172,4.191,250282,46,520,1100,68.82,18.4,24.1,12,0,53,0,10,14.6,27.8,0,2017,3,28
3.853,4.08,261043,42,200,880,63.995,16.1,27,8,0,58,0,9.2,23.7,46.5,55.4,2017,3,29
3.114,4.073,224420,41,420,830,63.995,12.3,18,9,0,67,0,10,17.2,33.5,50,2017,3,30
3.071,4.069,250990,47,340,1100,71,12.6,0,6,0,62,0,10,22,33.5,50,2017,4,2
4.878,4.137,263371,43,520,920,65.114,14.1,21,7,0,61,0,10,10.4,16.5,0,2017,4,3
4.275,4.058,240560,48,530,880,65.114,16.8,25,10,0,48,0,0,14.4,29.4,0,2017,4,4
4.446,4.091,242268,43,440,920,63.995,18,25,12,0,43,0,0,20.2,33,0,2017,4,5
3.116,6.464,260517,48,370,980,63.995,19.1,26,11.9,0,36,0,0,19.8,35.2,0,2017,4,6
5.465,4.703,258211,42,270,760,61.69,11.2,13,9,0,87,0,7.6,27,44.6,63,2017,4,9
5.964,6.066,284125,39,230,680,61.885,12.2,14,10.9,0,55,0.25,9.8,23,40.7,57.6,2017,4,10
5.189,12.893,321321,40,350,890,63.792,14.3,18,10.6,0,53,0,9.7,15.2,27.8,0,2017,4,11
7.488,6.878,270400,39,360,920,64.32,13.8,19,9,0,50,0,9.8,11.5,14.8,0,2017,4,12
7.19,6.211,244740,44,340,840,64.256,13.9,18,10,0,83,0,10,9.1,16.5,0,2017,4,17
5.845,5.393,313001,44,430,810,74,15.4,21,10,0,79,0,5.8,9.8,16,0,2017,4,18
6.122,5.219,259369,45,370,810,62.569,21.3,26,18,0,49,0,0,26.5,40.7,59.4,2017,4,19
5.734,5.13,258002,41,390,810,62.371,20.2,26,15.8,0,57,0,9,21.7,44.6,63,2017,4,20
3.878,4.941,257330,47,340,720,61.834,17.3,21.1,15,0,83,0,9.5,6.9,22.2,0,2017,4,23
4.374,4.473,287772,29,200,490,54.389,13.8,18,9,0,79,0,9.3,19.1,35.2,48.2,2017,4,25
4.884,6.368,316517,27,170,845.96,61.118,5.8,13,6.5,0,74,0,9.8,23.5,48.2,72.2,2017,4,26
6.102,6.053,322863,35,300,540,55.605,11.5,15,10.8,0,75,0,10,15.6,31.7,0,2017,4,27
6.1,6.794,344321,44,350,620,59.879,13.7,16,10,0,63,0,10,16.5,25,0,2017,4,30
6.119,6.55,328402,58,320,870,63.728,13,18.3,7,0,74,1.02,10,18,29.4,0,2017,5,1
6.123,6.12,311566,58,340,1000,67,9.3,14,7,0,74,0,10,15.7,31.7,48.2,2017,5,2
4.98,5.69,312726,58,360,780,60.792,9.4,14,4,0,72,0,10,12.6,20.6,0,2017,5,3
4.776,5.259,317632,58,450,960,63.004,9.9,16,4,0,70,0,0,11.7,22.2,0,2017,5,4
3.886,4.829,292509,81,310,760,60.891,10,14,6.8,0,73,0,10,18.3,33.5,50,2017,5,7
4.398,4.399,289568,47,320,740,61.533,11.4,15,9.6,0,89,0,10,13.9,25.9,0,2017,5,8
4.712,4.603,321937,46,270,990,62.894,11.2,15,6,0,82,0,10,9.6,18.3,0,2017,5,9
5.368,4.845,219198,44,320,845.96,63.467,10.4,17,4.7,0,78,0,10,12,20.6,0,2017,5,10
3.668,4.821,320927,45,360,890,62.894,10.4,16,4.9,0,77,0,9,12.6,25.9,0,2017,5,11
3.993,4.872,361560,50,370,830,62.894,10.5,13.2,6.8,0,87,0,8.9,8.9,14.8,0,2017,5,14
4.086,4.149,319684,47,340,860,62.894,9.6,15,3.9,0,89,0,9.5,9.3,14.8,0,2017,5,15
3.89,4.086,300436,49,350,960,70,13.2,18,10.9,0,74,0,10,16.3,29.4,0,2017,5,16
3.912,3.922,324302,50,370,850,63.728,12.7,15,7.9,0,77,0,0,9.4,15.5,0,2017,5,17
3.003,4.423,309520,44,370,970,63.728,13.2,19,9,0,75,0,0,7.4,31.7,0,2017,5,18
4.742,4.541,274613,46,330,910,63.885,13.9,17,11,0,82,0,10,23.3,35.2,0,2017,5,21
2.966,3.358,291639,48,340,830,63.949,15.8,19,13.7,0,66,0,10,32.4,50,70.6,2017,5,22
5.711,4.672,290715,48,370,930,63.885,13.3,18,8,0,76,0,10,21.1,35.2,50,2017,5,23
6.207,4.209,365619,50,470,990,65.114,13.4,17,11.7,0,67,0,10,16.5,33.5,48.2,2017,5,24
7.404,9.051,294876,54,410,910,63.728,13.7,17,11,0,76,0,10,17.8,27.8,0,2017,5,25
7.755,7.928,321372,53,310,720,57,8,14,4,0,75,0,10,20.2,38.9,51.9,2017,5,28
5.836,8.088,321293,54,260,760,61.597,11,14,9,0,68,0,10,23.7,38.9,0,2017,5,29
5.096,8.575,323423,52,320,810,60.728,7.6,12.1,5,0,76,0,10,21.7,35.2,0,2017,5,30
5.02,6.232,276919,39.222,330,770,62.032,9.4,12.1,7,0,79,0,10,13.9,27.8,0,2017,5,31
4.041,5.505,339763,49,380,950,62.257,9.1,13,6.8,0,69,0,10,10.4,16.5,0,2017,6,1
5.137,4.552,297041,42,330,820,60.7,9.4,15,5,0,73,0,10,11.5,22.2,0,2017,6,4
4.107,4.847,279777,45,320,840,63.091,11.4,17,7.7,0,77,0,10,18.5,24.1,0,2017,6,5
5.056,4.868,182092,44,310,780,61.285,9.2,12,5.8,0,77,0,10,15,37,51.9,2017,6,6
4.141,4.658,281825,50,330,920,62.257,7.8,13,2.6,0,76,0,10,12.6,20.6,0,2017,6,7
5.511,5.041,275958,48,360,930,63.136,9.5,15,7,0,86,0,9.3,11.7,27.8,0,2017,6,8
5.823,4.769,319099,40,422.98,845.96,62.257,9.5,14,6,0,83,0,10,8.3,20.6,0,2017,6,9
4.67,5.667,350719,50,320,760,60.7,11.4,16.3,5.8,0,80,0,10,12.6,29.4,0,2017,6,12
4.202,5.43,321571,50,320,860,62.257,7.8,14,2,0,85,0,9.5,9.6,22.2,0,2017,6,13
5.681,4.774,341991,45,370,930,63.091,11.1,16,8,0,76,0,10,18,29.4,0,2017,6,14
5.512,5.806,239807,40,370,920,63,11.1,17,6.6,0,76,0,10,18,24.1,0,2017,6,15
4.648,4.152,284389,57,320,760,60.735,10.4,16,6,0,83,0,10,11.7,24.1,0,2017,6,18
4.149,5.28,312379,50,260,820,60.7,10.7,15.7,5,0,75,0,10,13.3,25.9,0,2017,6,19
3.802,4.857,272984,47,370,930,63.248,10.7,15,8,0,75,0,9,23.5,35.2,0,2017,6,20
2.933,4.41,304183,50,280,840,62.257,8.7,13,2.5,0,85,0,10,9.6,24.1,0,2017,6,21
4.256,4.049,337139,45,400,890,62.257,9.4,13,6,0,73,0,10,19.3,27.8,0,2017,6,22
3.489,3.9,298144,50,320,850,62.303,9.8,13,5.6,0,75,0,9.8,15.7,25.9,0,2017,6,25
4.817,4.181,195587,45,330,960,62.83,9.3,12,6,0,84,0,10,7.6,18.3,0,2017,6,26
4.381,4.044,246730,48,370,960,58,8.6,10.2,7,0,77,0,10,20.6,27.8,0,2017,6,27
4.346,4.845,285134,47,300,920,63.091,10.1,14,7.7,0,75,0,10,17.4,24.1,0,2017,6,28
4.617,5.157,305978,52,310,890,62.414,8.3,12,5,0,77,0,10,18.7,33.5,0,2017,6,29
6.115,4.151,308145,44,350,820,61.051,7.8,12,3.9,0,49,0,0,27.6,48.2,72.2,2017,7,2
5.134,5.889,315481,49,300,830,63.248,10.1,12,8,0,79,0,9.8,24.8,37,50,2017,7,3
4.324,5.898,195683,37,240,860,63.664,12,16,9,0,75,0,1,18.5,25.9,0,2017,7,4
4.756,4.74,313468,30,320,910,62.257,8.7,14,3,0,74,0,1,17.4,24.1,0,2017,7,5
3.563,4.72,341903,48,320,920,63.248,9.4,14,7,0,73,0,1,23.9,35.2,53.5,2017,7,6
3.668,4.9,309428,36,300,820,66,8.8,13,5,0,66,0,10,23,31.7,0,2017,7,9
4.053,3.939,310785,45,310,860,62.303,9.9,15,4,0,72,0,1,14.3,27.8,0,2017,7,10
4.298,4.112,322189,40,320,880,62.257,7,13,2,0,79,0,1,11.5,24.1,0,2017,7,11
4.289,4.478,283526,51,340,970,62.414,9,14,5,0,68,0,1,25.7,61.1,75.9,2017,7,12
4.778,4.481,348358,40,320,980,63.248,10.4,12,9,0,68,0,10,42.8,55.4,83.5,2017,7,13
4.364,4.474,305924,42,340,780,60.856,8.6,11,6.7,0,59,0,101,40.7,51.9,72.2,2017,7,16
4.444,4.89,275043,50,340,920,63.293,10.1,14,7,0,70,0,1,31.3,53.5,70.6,2017,7,17
3.523,4.592,314661,50,340,1100,66.954,9.8,14,7,0,77,0,1,21.1,33.5,50,2017,7,18
6.058,4.922,330698,44,340,880,62.414,8.5,11,5,0,83,0,9.5,25,37,57.6,2017,7,19
5.623,4.623,342479,44,260,840,60.481,6.1,10,1.7,0,81,0,10,17.4,48.2,51.9,2017,7,20
4.283,6.693,284274,46,270,790,60.728,9.2,14,4.8,0,79,0,9.8,19.1,38.9,0,2017,7,23
3.819,4.942,293730,38,300,890,63.248,10.6,15,8,0,75,0,1,25.6,42.4,0,2017,7,24
3.828,4.511,312083,43,350,1000,56,12.1,17,9,0,65,0,10,25.7,46.5,0,2017,7,25
3.376,4.287,315783,36,290,920,62.414,8.3,15,4,0,79,0,10,20.6,37,51.9,2017,7,26
5.025,4.619,324973,37,370,920,62.414,9.9,12,6,0,76,0,10,28.2,50,64.8,2017,7,27
3.407,3.668,239882,40,220,830,63.052,9.6,17,3,0,62,0,1,16.3,35.2,0,2017,7,30
4.242,4.646,288137,37,300,800,60.406,7.7,15,3,0,72,0,10,12,20.6,0,2017,7,31
2.986,3.847,298435,37,270,870,62.257,7.4,14,2,0,78,0,6.8,8.3,14.8,0,2017,8,1
4.126,4.421,302644,38,340,1000,60.324,5.4,12,1,0,84,0,8.7,9.6,16.5,0,2017,8,2
3.617,3.895,303115,43,320,900,62.257,6.8,8.1,4,0,93,0,5.1,7.8,14.8,0,2017,8,3
3.732,3.903,282028,40,330,920,62.414,8.4,12,6,0,74,0,0,24.3,37,50,2017,8,6
3.663,4.162,285242,37,320,820,60.563,7.7,12,5,0,82,0,0,21.7,35.2,0,2017,8,7
3.712,4.098,284836,36,330,820,60.406,10.6,14.1,6,0,73,0,0,18.1,21.8,0,2017,8,8
4.215,4.109,212253,38,360,800,62.023,12.3,16,10,0,69,0,0,45.9,74.1,98.2,2017,8,9
5.005,3.566,312287,40,330,830,68,12.9,18,7.7,0,54,0,0,27.6,66.5,81.7,2017,8,10
4.044,5.16,292451,34,300,750,61.591,13.9,18,11.6,0,52,0,0,39.4,53.5,70.6,2017,8,13
4.164,5.036,264278,41,320,850,63.358,13.7,19,9,0,59,0,0,29.6,51.9,10.6,2017,8,14
3.815,4.256,338322,41,350,900,63.248,13.9,17,9.7,0,70,0,0,27.6,55.4,66.5,2017,8,15
4.006,4.315,347841,41,360,900,63.312,12.6,17,8,0,55,0,0,31.9,53.5,75.9,2017,8,16
3.901,4.306,352555,31,340,870,62.479,9.3,15,5,0,67,0,0,26.5,46.5,70.6,2017,8,17
3.783,4.241,320506,30,260,740,60.563,8.5,13,6,0,61,0,0,13.5,33.5,0,2017,8,20
4.445,4.086,297794,93,320,800,60.735,8.3,12,4,0,71,0,0,20.6,21.8,0,2017,8,21
4.013,4.607,325069,40,340,850,60,11.9,17,7,0,63,0,0,11,24.1,0,2017,8,22
3.973,4.517,286574,32,350,880,62.414,9.4,17,4,0,74,0,9.7,18.9,33.5,51.9,2017,8,23
4.582,4.219,315745,32,300,780,60.406,7.8,13.1,3,0,77,0,0,14.8,31.1,0,2017,8,24
5.545,4.341,314119,27,250,660,58.769,5.8,9.2,3,0,80,0,0,18.3,46.5,70.6,2017,8,27
4.123,5.25,288283,42,310,740,60.765,7.1,11,3,0,79,0,0,10.2,18.3,0,2017,8,28
4.403,5.395,289394,42,330,820,60.572,8.8,12,4,0,70,0,0,11.9,24.1,0,2017,8,29
4.579,4.552,306590,45,370,970,62.257,7,12,1,0,77,0,9.8,13.5,27.8,0,2017,8,30
4.232,4.563,282173,30,360,950,62.849,7.7,14,2,0,66,0,0,14.1,29.4,42.4,2017,8,31
4.54,4.604,281519,36,360,980,63.84,11.2,15,7,0,59,0,10,24.3,40.7,63,2017,9,3
4.667,4.57,293503,40,460,1000,62.524,7.5,13,4.9,0,56,0,10,30.9,57.6,77.8,2017,9,4
5.432,4.641,319247,36,380,930,70,7.8,13,4.8,0,65,0,9.7,29.8,50,66.5,2017,9,5
4.573,5.237,254582,30,370,920,62.942,9.6,15,5,0,73,0,10,21.3,38.9,53.5,2017,9,6
5.162,5.288,337212,42,420,1000,62.414,10.1,15,6.8,0,75,0,9.8,23.5,37,53.5,2017,9,7
4.531,5.459,313190,38,330,830,63.312,11.4,16,8,0,63,0,10,21.5,53.5,68.3,2017,9,10
4.261,4.805,326101,43,340,880,63.312,14.3,17,11,0,62,0,10,30.2,50,72.2,2017,9,11
4.193,4.646,370055,48,340,940,63.248,14.7,20,9,0,72,0,10,19.1,33.5,46.5,2017,9,12
4.188,4.488,304270,27,350,890,62.414,8.5,15,4,0,70,0,10,27.8,44.6,63,2017,9,13
4.338,4.591,304934,31,480,910,64.477,11.3,14,9,0,67,0,10,22.6,37,53.5,2017,9,14
3.815,4.661,321835,24,320,730,59.797,12.7,18,9,0,44,0,0,37,64.8,85.2,2017,9,17
4.103,4.4,346073,32,360,920,63.312,13.4,21.2,7,0,49,0,10,31.9,61.1,79.5,2017,9,18
3.282,4.161,371725,29,380,1300,67.019,9.3,14,4.9,0,64,0,10,20,35.2,50,2017,9,19
4.46,4.562,236862,31,480,1100,68.183,14.1,19,11,0,53,0,0,32.8,55.4,74.1,2017,9,20
4.314,4.16,301200,35,422.98,845.96,63.312,15.4,23,10,0,60,0,10,20.9,51.9,70.6,2017,9,21
4.512,4.208,326495,41,380,860,63.312,14.3,19,9,0,53,0.25,9.2,29.1,57.6,75.9,2017,9,24
4.11,5.036,262565,38,422.98,845.96,62.942,8.2,13.4,2,0,78,0,10,17,35.2,48.2,2017,9,25
3.587,4.608,320429,40,422.98,845.96,63.312,11.5,16,8,0,56,0,10,10.6,37,57.6,2017,9,26
4.898,4.362,339197,38,520,860,64.477,15.7,24,7.5,0,47,0,10,20.2,51.9,70.6,2017,9,27
4.525,4.288,233792,46,422.98,845.96,63.84,13.2,17,9,0,52,0,10,25,40.7,63,2017,9,29
4.324,5.333,283684,50,400,970,62.785,11.9,17,6,0,75,0,9.5,13.3,24.1,0,2017,10,1
3.803,4.696,274785,45,450,1000,62.895,10.5,19,4,0,73,0,10,11.3,20.6,0,2017,10,2
4.415,4.341,259801,44,330,900,66,13.3,23,5.5,0,60,0,10,13,24.1,0,2017,10,3
3.418,4.512,303702,41,380,1000,63.155,20.6,26,17,0,38,0,0,19.5,29.4,50,2017,10,4
4.603,4.335,343694,44,420,900,63.312,13.1,20,8.6,0,65,0,10,29.3,50,63,2017,10,5
5.155,4.269,342413,44,320,840,63.312,18.3,25,13,0,66,0,9.8,35,64.5,77.5,2017,10,8
4.931,4.901,341127,44,480,845.96,63.643,12.4,19.2,5,0,60,0,10,18.1,40.7,61.1,2017,10,9
4.021,5.469,256975,41,480,920,64.953,14.2,20,7,0,49,0,10,15.4,55.4,79.5,2017,10,10
4.792,4.816,375692,41,410,880,63.312,14.5,24,7.8,0,61,0,9.7,29.3,63,77.5,2017,10,11
4.057,4.551,339797,38,320,790,60.758,13.9,18,5,0,56,0,10,18.1,35.2,50,2017,10,12
3.729,4.736,298750,44,320,690,55,13.9,23,9,0,73,0,9,11.3,27.5,0,2017,10,15
4.303,4.426,303516,41,330,900,63.312,20.3,28.1,12.5,0,51,0,0,18.7,38.9,55.4,2017,10,16
4.036,4.349,334167,41,370,1000,63.312,21.5,30,12,0,37,0,0,24.6,51.9,64.5,2017,10,17
4.179,4.285,279218,40,440,900,63.84,24.7,30,19,0,41,0,10,31.1,46.5,59.4,2017,10,18
4.129,4.487,285873,48,350,930,62.942,14.9,25,5,0,73,0,9.7,19.1,38.9,55.4,2017,10,19
4.144,4.352,314317,39,400,850,63.091,13.2,16,10,0,75,0,10,15.9,24.1,0,2017,10,22
4.491,4.167,331802,34,420,850,63.091,14.5,20,9,0,70,0,10,10.2,27.5,0,2017,10,23
3.267,4.355,293425,37,350,880,63.091,15.5,22,12.7,0,77,0,7.9,10.7,25.9,0,2017,10,24
3.003,4.241,180460,35,360,770,61.668,13.9,17,11,0,82,0,92,15.4,25.9,0,2017,10,25
4.127,4.407,304905,45,410,830,63.155,13.5,20,12,0,50,0,10,17.5,29.4,48.2,2017,10,26
3.897,4.277,276256,47,340,860,63.84,17.6,28.3,7,0,42,0,9.3,32,57.6,77.5,2017,10,29
4.046,4.245,277247,33,340,910,62.942,9.6,15.2,5,0,71,0,10,18.5,42.4,51.9,2017,10,30
3.968,4.193,275270,50,320,780,62.032,13,16,11.6,0,66,0,10,16.7,25.9,0,2017,10,31
3.744,4.185,244846,50,380,790,58,12.9,17,9,0,81,0,92,16.3,24.1,0,2017,11,1
3.929,4.386,284899,50,470,1000,64.477,11.3,15,8,0,72,0,0,14.1,33.5,50,2017,11,2
3.049,4.039,237365,52,330,850,63.729,12.1,18,8,0,59,0,0,18.3,29.4,0,2017,11,5
4.55,3.963,224424,78,330,810,62.547,12.3,15,8.7,0,54,0,0,21.5,33.5,57.6,2017,11,7
3.678,3.925,212952,53,460,960,63.774,12.8,18,8,0,71,0,0,11.9,24.1,0,2017,11,8
5.485,4.036,230159,52,400,940,63.729,15.3,22,10,0,67,0,9.8,13.5,25.9,0,2017,11,9
